,id,id_cidade,lat,lon
152,70386,5300108,-15.831377082400852,-47.923851013183594
153,70387,5300108,-15.826786359151205,-47.92450491587321
154,70390,5300108,-15.81195331920277,-47.91433375965465
155,70391,5300108,-15.795173645019531,-47.884071350097656
156,70392,5300108,-15.795990943908691,-47.885040283203125
157,70393,5300108,-15.795775572458902,-47.890219370524086
158,70394,5300108,-15.796181678771973,-47.88506889343262
159,70395,5300108,-15.796134948730469,-47.89105224609375
160,70396,5300108,-15.798564910888672,-47.88615798950195
161,70397,5300108,-15.796134948730469,-47.89105224609375
162,70398,5300108,-15.797242164611816,-47.88642501831055
163,70399,5300108,-15.804651260375977,-47.898406982421875
164,70401,5300108,-15.807642936706543,-47.87608337402344
165,70402,5300108,-15.809637069702148,-47.87870788574219
166,70403,5300108,-15.80396842956543,-47.873619079589844
167,70404,5300108,-15.80562686920166,-47.874271392822266
168,70405,5300108,-15.806462287902832,-47.874122619628906
169,70406,5300108,-15.806462287902832,-47.874122619628906
170,70407,5300108,-15.810614585876465,-47.878753662109375
171,70408,5300108,-15.80936050415039,-47.875675201416016
172,70409,5300108,-15.81483268737793,-47.8780403137207
173,70410,5300108,-15.81552505493164,-47.87847137451172
174,70411,5300108,-15.81965446472168,-47.88764953613281
175,70412,5300108,-15.817461013793945,-47.88534927368164
176,70413,5300108,-15.817461013793945,-47.88534927368164
177,70415,5300108,-15.821331977844238,-47.886253356933594
178,70417,5300108,-15.82239055633545,-47.88873291015625
179,70418,5300108,-15.823349952697754,-47.88844680786133
180,70419,5300108,-15.822737693786621,-47.887821197509766
181,70420,5300108,-15.824470520019531,-47.88996505737305
182,70421,5300108,-15.826841354370117,-47.89523696899414
183,70422,5300108,-15.82321548461914,-47.89387130737305
184,70423,5300108,-15.825027465820312,-47.89345932006836
185,70424,5300108,-15.82811450958252,-47.89686965942383
186,70425,5300108,-15.830653190612793,-47.8964729309082
187,70426,5300108,-15.830876350402832,-47.8967170715332
188,70427,5300108,-15.830653190612793,-47.8964729309082
189,70428,5300108,-15.832221984863281,-47.89951705932617
190,70429,5300108,-15.833420753479004,-47.899436950683594
191,70430,5300108,-15.842589378356934,-47.91838455200195
192,70438,5300108,-15.804914474487305,-47.88071060180664
193,70443,5300108,-15.836644172668457,-47.906524658203125
194,70444,5300108,-15.809919357299805,-47.878562927246094
195,70448,5300108,-15.830653190612793,-47.8964729309082
196,70449,5300108,-15.797050476074219,-47.88654708862305
197,70450,5300108,-15.806842803955078,-47.87482833862305
198,70451,5300108,-15.810614585876465,-47.878753662109375
199,70452,5300108,-15.81965446472168,-47.88764953613281
200,70454,5300108,-15.798564910888672,-47.88615798950195
201,70458,5300108,-15.798606872558594,-47.886199951171875
202,70476,5300108,-15.806462287902832,-47.874122619628906
203,70479,5300108,-15.816398620605469,-47.885196685791016
204,70480,5300108,-15.817642211914062,-47.88654327392578
205,70602,5300108,-15.818450927734375,-48.09572982788086
206,70604,5300108,-15.793325424194336,-47.912742614746094
207,70610,5300108,-15.817127462533804,-47.944537294827974
208,70620,5300108,-15.779053861444647,-47.90244050459428
209,70630,5300108,-13.60903434753418,-51.04911148071289
210,70631,5300108,-15.82554456922743,-48.03863928053114
211,70632,5300108,-15.763345019022625,-47.93501688639323
212,70633,5300108,-15.738479614257812,-47.92315673828125
213,70634,5300108,-15.753430243461363,-47.9282959968813
214,70635,5300108,-15.71434920174735,-47.91134425571987
215,70636,5300108,-15.8369220665523,-47.932854652404785
216,70640,5300108,-15.789749740006087,-47.93998738078328
217,70645,5300108,-15.781394958496094,-47.934006745787876
218,70648,5300108,-15.789052606743073,-47.938734321950754
219,70650,5300108,-15.799602270126343,-47.942585967835925
220,70655,5300108,-15.796724912282583,-47.93405486441947
221,70658,5300108,-15.79565812140396,-47.93206519687298
222,70660,5300108,-15.8030553723945,-47.942880036400965
223,70670,5300108,-15.801185377020586,-47.922856581838495
224,70673,5300108,-15.798055022103446,-47.925649642944336
225,70675,5300108,-15.789576006185323,-47.92953029852262
226,70680,5300108,-15.796064183602926,-47.92391344456892
227,70683,5300108,-15.754845234385709,-47.910493449160924
228,70684,5300108,-15.77276736718637,-47.929619753802264
229,70686,5300108,-15.747345658449026,-47.91088269307063
230,70687,5300108,-15.757960789640185,-47.91774760501485
231,70688,5300108,-15.770768665876545,-47.95889332255379
232,70701,5300108,-15.787352442741394,-47.884475231170654
233,70702,5300108,-15.789649658203125,-47.88711013793945
234,70703,5300108,-15.789854049682617,-47.887354109022354
235,70704,5300108,-15.789527893066406,-47.887600580851235
236,70705,5300108,-15.791032903334674,-47.891920650706574
237,70710,5300108,-15.767054516336191,-47.87676935610564
238,70711,5300108,-15.79020470380783,-47.884763956069946
239,70712,5300108,-15.788085428873698,-47.88392715454101
240,70713,5300108,-15.787063280741373,-47.88561503092448
241,70714,5300108,-15.783021608988443,-47.888710021972656
242,70715,5300108,-15.807366847991943,-47.90849781036377
243,70716,5300108,-15.786699771881104,-47.89042663574219
244,70719,5300108,-15.778611103693644,-47.89058876037598
245,70720,5300108,-15.7765474319458,-47.889271680046534
246,70722,5300108,-15.781067721048991,-47.882782236735025
247,70723,5300108,-15.781741201877594,-47.8854444026947
248,70728,5300108,-15.795112609863281,-47.88909912109375
249,70729,5300108,-15.798771858215332,-47.8782958984375
250,70730,5300108,-15.771233989642216,-47.891134628882774
251,70732,5300108,-15.772464022916907,-47.88346391565659
252,70733,5300108,-15.77851512697008,-47.88295088873969
253,70734,5300108,-15.772188354940976,-47.883658689611096
254,70735,5300108,-15.779764627155505,-47.88524025364926
255,70736,5300108,-15.77553685506185,-47.88600107828776
256,70737,5300108,-15.773516941070557,-47.886540222167966
257,70738,5300108,-15.776775360107422,-47.88774871826172
258,70739,5300108,-15.753456115722656,-47.89415740966797
259,70740,5300108,-15.766002021986862,-47.89157604349071
260,70741,5300108,-15.75012853410509,-47.8979369269477
261,70742,5300108,-15.770305845472548,-47.884957207573784
262,70743,5300108,-15.766020901997884,-47.885145314534505
263,70744,5300108,-15.769399843717876,-47.88789186979595
264,70745,5300108,-15.764854060279,-47.88678974575467
265,70746,5300108,-15.769748634762234,-47.88819440205892
266,70747,5300108,-15.763980865478516,-47.888499365912544
267,70748,5300108,-15.76647663116455,-47.89284896850586
268,70750,5300108,-15.761001371300738,-47.893070884372875
269,70752,5300108,-15.75988433474586,-47.887969970703125
270,70753,5300108,-15.760086297988892,-47.89893016815186
271,70754,5300108,-15.755901729359346,-47.88943189733169
272,70755,5300108,-15.761529604593912,-47.88966687520345
273,70756,5300108,-15.757545263870902,-47.89070328422215
274,70757,5300108,-15.755964422225953,-47.89108409881592
275,70758,5300108,-15.772992134094238,-47.8856315612793
276,70759,5300108,-15.753456115722656,-47.89415740966797
277,70760,5300108,-15.751900430311236,-47.895868334853866
278,70761,5300108,-15.741195996602377,-47.90118153889974
279,70762,5300108,-15.750947952270508,-47.8896164364285
280,70763,5300108,-15.746192707734949,-47.88951447430779
281,70764,5300108,-15.749557124243843,-47.89183023240831
282,70765,5300108,-15.752058929867214,-47.8926027086046
283,70766,5300108,-15.748373126983642,-47.89317874908447
284,70767,5300108,-15.745126824629935,-47.894757521779916
285,70768,5300108,-15.749144554138184,-47.895286560058594
286,70769,5300108,-15.748093605041504,-47.89569854736328
287,70770,5300108,-15.749160216672577,-47.900016923890504
288,70772,5300108,-15.741344115313362,-47.8929245892693
289,70773,5300108,-15.739188367670232,-47.89380524375222
290,70774,5300108,-15.74267312100059,-47.894364607961556
291,70775,5300108,-15.738835620880128,-47.89692497253419
292,70790,5300108,-15.756921934425284,-47.894852139534215
293,70800,5300108,-15.785865803154147,-47.866874227718434
294,70801,5300108,-15.763782739639282,-47.96135997772217
295,70802,5300108,-15.814724365870157,-47.922667821248375
296,70803,5300108,-15.806982925959996,-47.89375972747803
297,70804,5300108,-15.801477739887853,-47.919982540991995
298,70818,5300108,-15.76814079284668,-47.85600662231445
299,70830,5300108,-15.769744522963897,-47.876498982876164
300,70832,5300108,-15.784004171689352,-47.8794059753418
301,70833,5300108,-15.778298097498277,-47.8787312227137
302,70834,5300108,-15.781697988510132,-47.87585081372942
303,70835,5300108,-15.780658111572265,-47.87750274658203
304,70836,5300108,-15.790046691894531,-47.884498596191406
305,70840,5300108,-15.771427631378174,-47.873741149902344
306,70842,5300108,-15.778959546770368,-47.896141052246094
307,70843,5300108,-15.771195146772596,-47.88014390733507
308,70844,5300108,-15.773433791266548,-47.891902923583984
309,70845,5300108,-15.774333953857422,-47.876216194846414
310,70846,5300108,-15.770824394226075,-47.87678527832031
311,70847,5300108,-15.765567660331726,-47.87851079305013
312,70850,5300108,-15.760770797729492,-47.87664286295573
313,70852,5300108,-15.766332838270399,-47.882111231486
314,70853,5300108,-15.762582979704204,-47.88168515657124
315,70854,5300108,-15.760773153866038,-47.88361470839556
316,70855,5300108,-15.764908225448043,-47.878119998508026
317,70856,5300108,-15.760529200236002,-47.879414876302086
318,70857,5300108,-15.76119556427002,-47.881804962158206
319,70860,5300108,-15.75191847483317,-47.87916946411133
320,70862,5300108,-15.756284766727024,-47.883746253119575
321,70863,5300108,-15.757029982174144,-47.88666085635914
322,70864,5300108,-15.755924224853516,-47.887412261962886
323,70865,5300108,-15.754676659901937,-47.88115564982096
324,70866,5300108,-15.751933784484864,-47.88194152832031
325,70867,5300108,-15.748642132200043,-47.88307992343245
326,70872,5300108,-15.745821447933421,-47.88739597096163
327,70873,5300108,-15.74364980061849,-47.887215084499786
328,70874,5300108,-15.741032319910387,-47.88863215726965
329,70875,5300108,-15.738243215224323,-47.889634525074676
330,70876,5300108,-15.747188850685403,-47.8852143464265
331,70877,5300108,-15.753692706425985,-47.887039502461754
332,70878,5300108,-15.754302787780762,-47.88948104858398
333,70879,5300108,-15.736547205183241,-47.886939154730904
334,70900,5300108,-15.76315689086914,-47.87063217163086
335,70904,5300108,-15.75921100118886,-47.87499187303626
336,70908,5300108,-15.765617847442627,-47.85751914978027
337,70909,5300108,-15.744193077087402,-47.877342224121094
338,70910,5300108,-15.768016624450684,-47.871681213378906
339,71009,5300108,-15.811863051520454,-47.99145274692111
340,71010,5300108,-15.815762454065784,-47.98510788226949
341,71015,5300108,-15.821730928048074,-47.983459131677726
342,71020,5300108,-15.818758676129002,-47.96447958484773
343,71025,5300108,-15.829805850982666,-47.97182893753052
344,71030,5300108,-15.812098503112793,-47.9946174621582
345,71050,5300108,-15.83480807100789,-47.97581627663602
346,71060,5300108,-15.834005226523189,-47.959689382779395
347,71065,5300108,-15.842558087043042,-47.97393151049344
348,71070,5300108,-15.821015076015307,-47.972600621762474
349,71071,5300108,-15.75757179476998,-47.95734721964056
350,71080,5300108,-15.846453931596544,-47.98443200853136
351,71081,5300108,-15.83417875766754,-47.98680334091187
352,71090,5300108,-15.83478884379069,-48.007820027669275
353,71095,5300108,-15.796637535095215,-48.001590728759766
354,71096,5300108,-15.810538291931152,-47.946319580078125
355,71100,5300108,-15.81253035315152,-47.991880009092135
356,71200,5300108,-15.80184921096353,-47.95850529390223
357,71201,5300108,-15.826690673828125,-47.92182159423828
358,71205,5300108,-15.80032730102539,-47.949476623535155
359,71208,5300108,-15.796409606933594,-47.949188232421875
360,71215,5300108,-15.822987590824162,-47.9554178392565
361,71218,5300108,-15.83264128367106,-47.95504887898763
362,71219,5300108,-15.832270622253418,-47.955413818359375
363,71225,5300108,-15.794142770767213,-47.98389358520508
364,71250,5300108,-15.787709764071874,-47.97444704600743
365,71255,5300108,-15.776088419827548,-47.973516013405536
366,71256,5300108,-15.734331120144237,-47.97311050241644
367,71258,5300108,-15.7438355833292,-47.92713898420334
368,71261,5300108,-15.730690505153449,-47.95766126647476
369,71262,5300108,-15.776447296142578,-47.990174293518066
370,71266,5300108,-15.76954520376105,-47.95988484432823
371,71300,5300108,-15.822468757629395,-48.06167475382487
372,71309,5300108,-15.794228553771973,-47.882164001464844
373,71503,5300108,-10.207527160644531,-55.41937597174393
374,71505,5300108,-15.727227680718721,-47.86779500477351
375,71507,5300108,-15.807198905944825,-47.86873168945313
376,71510,5300108,-15.728272220544648,-47.882792958042074
377,71515,5300108,-15.745205147625649,-47.84674965845395
378,71520,5300108,-15.740923508353855,-47.86784196936566
379,71525,5300108,-15.747645166185167,-47.85179318322076
380,71530,5300108,-15.759505489894321,-47.838681139264786
381,71535,5300108,-15.758946863810221,-47.83240865071615
382,71536,5300108,-15.801855506896972,-47.92329303741453
383,71538,5300108,-15.716611589704241,-47.89165496826172
384,71539,5300108,-15.72960065050823,-47.86396505774521
385,71540,5300108,-15.770884195963541,-47.81191060876331
386,71551,5300108,-15.73855407776371,-47.90178865002048
387,71555,5300108,-15.729068354556436,-47.95540257504113
388,71559,5300108,-15.835939407348633,-47.811532974243164
389,71560,5300108,-15.829819679260254,-47.9513053894043
390,71569,5300108,-15.75698471069336,-47.81071090698242
391,71570,5300108,-15.733633271182876,-47.9792737845915
392,71571,5300108,-15.753774278304157,-47.812369374667895
393,71572,5300108,-15.863659967075694,-47.85239387281013
394,71573,5300108,-15.888791479383196,-47.92017021179199
395,71574,5300108,-15.762086868286133,-47.745643615722656
396,71575,5300108,-15.8713067697019,-47.878600412485554
397,71576,5300108,-15.943169403076173,-48.003531036376955
398,71577,5300108,-15.885968617030553,-48.07515798296247
399,71585,5300108,-15.804430961608887,-47.77749061584473
400,71586,5300108,-15.792656135559081,-47.6882209777832
401,71587,5300108,-15.693670519282309,-47.87171873885591
402,71588,5300108,-15.725035633359637,-47.968451499938965
403,71589,5300108,-15.757472038269043,-47.746395111083984
404,71590,5300108,-15.739953059776157,-47.913563073850156
405,71591,5300108,-15.834949023481729,-47.89985076240871
406,71592,5300108,-15.843334331068881,-47.95101689183435
407,71593,5300108,-15.79091440153516,-48.071726491628624
408,71596,5300108,-15.686425229336352,-48.092472157579785
409,71600,5300108,-15.843372753688268,-47.91884871891566
410,71603,5300108,-15.799765586853027,-47.864471435546875
411,71604,5300108,-15.826690673828125,-47.92182159423828
412,71605,5300108,-15.846489529860648,-47.91215856451737
413,71606,5300108,-15.846626281738281,-47.893218994140625
414,71607,5300108,-15.871528625488281,-47.905290603637695
415,71608,5300108,-15.86994811466762,-47.916487557547434
416,71610,5300108,-15.854832722590519,-47.919840592604416
417,71615,5300108,-15.846463853662664,-47.90172836997292
418,71617,5300108,-15.933018684387207,-47.99065589904785
419,71620,5300108,-15.831226698557536,-47.89300422668457
420,71625,5300108,-15.835781938286237,-47.875608874905495
421,71630,5300108,-15.829200717381068,-47.869065856933595
422,71635,5300108,-15.845058269188053,-47.88907391907739
423,71640,5300108,-15.847210009892782,-47.873644987742104
424,71645,5300108,-15.863206559961492,-47.876697366887875
425,71650,5300108,-15.848147575671856,-47.85513467055101
426,71655,5300108,-15.856493992275661,-47.86401087443034
427,71660,5300108,-15.842785517374674,-47.84029204757125
428,71665,5300108,-15.824977973411823,-47.824362524624526
429,71670,5300108,-15.822752016895222,-47.81606595021374
430,71675,5300108,-15.828756960955532,-47.81523331728849
431,71676,5300108,-15.813633787220922,-47.829552354483766
432,71679,5300108,-15.867302894592285,-47.82141304016113
433,71680,5300108,-15.861313903142536,-47.82247449481298
434,71681,5300108,-15.794587702586734,-47.86613030269228
435,71683,5300108,-15.807648849487304,-47.80365982055664
436,71686,5300108,-15.876312035780687,-47.80824397160457
437,71687,5300108,-15.876351356506348,-48.02666091918945
438,71690,5300108,-15.904156684875488,-47.768333435058594
439,71691,5300108,-15.86821142019936,-47.84984828717408
440,71692,5300108,-15.88978185468507,-47.8133531774132
441,71693,5300108,-15.864378148033506,-47.890681548345654
442,71694,5300108,-15.895906925201416,-47.7934071035946
443,71695,5300108,-15.846115350723267,-47.85302856990269
444,71696,5300108,-15.84577694631392,-47.94285468132265
445,71697,5300108,-15.86383227146033,-47.909513993696734
446,71698,5300108,-15.868619402249655,-47.86011743545532
447,71699,5300108,-15.883336768430823,-47.83970193301932
448,71705,5300108,-15.838401812773485,-47.96305355658899
449,71707,5300108,-15.896891117095947,-48.028764724731445
450,71710,5300108,-15.871878187535172,-47.966173075013245
451,71715,5300108,-15.86901941895485,-47.96967190504075
452,71720,5300108,-15.866819858551025,-47.973857419244176
453,71725,5300108,-15.841411540382786,-47.94975416283859
454,71727,5300108,-15.854450492448704,-47.95310502411216
455,71730,5300108,-15.820540948347611,-47.96832396767356
456,71731,5300108,-15.840426949893727,-47.95884547514074
457,71732,5300108,-15.878186225891113,-47.99773025512695
458,71735,5300108,-15.851444511413574,-47.990613403320324
459,71736,5300108,-15.72602419699392,-48.07496975314233
460,71737,5300108,-15.773661613464355,-47.86006546020508
461,71738,5300108,-15.603011131286621,-47.654605865478516
462,71739,5300108,-15.857253074645996,-47.95956039428711
463,71740,5300108,-15.876801921475318,-47.97541870609407
464,71741,5300108,-15.891702704233666,-47.96905862468563
465,71742,5300108,-15.896968841552734,-47.93663787841797
466,71745,5300108,-15.889373383432064,-47.96025265387769
467,71746,5300108,-15.900864219665527,-47.978570556640626
468,71750,5300108,-15.853725910186768,-47.925218148664996
469,71751,5300108,-15.910653390382466,-47.93804911563271
470,71761,5300108,-15.944628124505702,-47.97847919732752
471,71805,5300108,-15.87566774232047,-48.00891472044445
472,71810,5300108,-15.88248872756958,-48.014455795288086
473,71820,5300108,-15.882053052462064,-48.016207064115086
474,71825,5300108,-15.889195592215891,-48.01423885045427
475,71827,5300108,-15.797090152524552,-48.00086392096753
476,71828,5300108,-15.885853260755539,-48.01345932483673
477,71829,5300108,-15.863078117370605,-47.958919525146484
478,71880,5300108,-15.91755424452222,-48.017727229220796
479,71881,5300108,-15.900837529343342,-48.032723053983226
480,71882,5300108,-15.908089901719775,-48.024222271782996
481,71884,5300108,-15.892610403207632,-47.991561868688564
482,71900,5300108,-15.836153984069824,-48.03358840942383
483,71901,5300108,-15.829933022007797,-48.01514561971029
484,71902,5300108,-15.829482793807983,-48.01386642456055
485,71903,5300108,-15.829313516616821,-48.01492404937744
486,71904,5300108,-15.830827522277833,-48.01720352172852
487,71905,5300108,-15.834312438964844,-48.023566246032715
488,71906,5300108,-15.866660594940186,-48.02769660949707
489,71907,5300108,-15.824210166931152,-48.0220521291097
490,71908,5300108,-15.785675048828125,-48.00029678344727
491,71909,5300108,-15.822182655334473,-48.02428181966146
492,71910,5300108,-15.846089744567871,-47.95454406738281
493,71915,5300108,-15.783620071411132,-48.024278259277345
494,71916,5300108,-15.840214490890503,-48.02726650238037
495,71917,5300108,-15.85212287902832,-47.97683334350586
496,71918,5300108,-15.837922096252441,-48.03532943725586
497,71919,5300108,-15.83376053401402,-48.037496839250835
498,71920,5300108,-15.829699198404947,-48.031989415486656
499,71921,5300108,-15.818430423736572,-47.982364654541016
500,71925,5300108,-15.843990325927734,-47.96561508178711
501,71926,5300108,-15.832363367080688,-47.99210834503174
502,71927,5300108,-15.84299545288086,-48.0303237915039
503,71928,5300108,-15.84484691619873,-48.03185195922852
504,71929,5300108,-15.839072799682617,-48.0352066040039
505,71930,5300108,-15.83764934539795,-48.03471565246582
506,71931,5300108,-15.836375617980957,-48.03936080932617
507,71936,5300108,-15.833891296386719,-48.024452209472656
508,71937,5300108,-15.842915916442871,-47.97081985473633
509,71938,5300108,-15.785460090637207,-48.00128936767578
510,71939,5300108,-15.855533218383789,-47.922891235351564
511,71940,5300108,-15.789916229248046,-47.97186965942383
512,71950,5300108,-15.839853668212891,-48.044915517171226
513,71951,5300108,-15.842819077627999,-48.04322324480329
514,71952,5300108,-15.871520400047302,-48.019723892211914
515,71953,5300108,-15.845941407339913,-48.04170880998884
